Instance,Time_Best_ms
es30fst15.stp,2909.318
i320-245.stp,3740.612
p460.stp,2126.97
i320-205.stp,3590.587
i160-305.stp,3000.441
b18.stp,4244.82
es50fst04.stp,6267.474
i160-334.stp,2397.594
es50fst05.stp,5745.742
ER-012.stp,2996.939
i160-301.stp,3286.593
i160-304.stp,3352.161
i320-203.stp,2950.582
i320-232.stp,2935.424
i320-202.stp,3338.603
p614.stp,1556.4
i640-104.stp,2823.304
i160-302.stp,4281.608
i640-101.stp,2834.636
ER-019.stp,3087.69
wrp3-23.stp,4027.237
i320-233.stp,3627.854
es50fst01.stp,6290.125
i320-231.stp,2593.01
diw0313.stp,1022.128
i160-331.stp,3165.17
es50fst12.stp,7614.118
p459.stp,2768.325
i320-201.stp,2895.752
i320-241.stp,4574.815
i320-244.stp,4556.145
es40fst09.stp,7363.919
i320-242.stp,4607.218
i640-131.stp,1982.013
es60fst08.stp,8460.446
es50fst15.stp,8087.172
p631.stp,1597.413
i640-102.stp,2905.135
diw0513.stp,1926.051
i320-222.stp,5189.506
es60fst11.stp,12051.626
i320-243.stp,5007.027
es60fst14.stp,10019.716
p612.stp,4385.082
i320-225.stp,5163.575
i320-234.stp,3527.635
i640-144.stp,4649.27
i320-224.stp,5180.703
i320-221.stp,5150.173
i320-223.stp,5168.106
wrp3-19.stp,4815.565
es50fst06.stp,6453.084
es50fst14.stp,7985.549
es60fst15.stp,11125.7
lin12.stp,983.547
p463.stp,2719.963
es60fst06.stp,10299.259
i640-143.stp,5263.426
es40fst05.stp,7354.809
i640-213.stp,5765.135
i640-103.stp,3169.833
i640-141.stp,5795.753
es60fst01.stp,11271.346
p629.stp,5527.929
p408.stp,3797.379
p628.stp,5499.975
es60fst03.stp,12599.425
wrp3-20.stp,4435.473
i640-145.stp,6126.94
i640-214.stp,6686.287
brasil58.stp,3977.257
i640-122.stp,6085.888
es60fst05.stp,10845.818
i640-211.stp,5755.482
i640-212.stp,5327.412
i640-124.stp,6100.527
wrp4-17.stp,3759.831
p627.stp,6600.714
p611.stp,5195.959
es50fst07.stp,10832.235
wrp4-18.stp,3558.535
i640-142.stp,6749.237
i640-121.stp,6074.755
diw0260.stp,916.766
i640-125.stp,6096.744
ER-020.stp,5539.011
ER-027.stp,6863.078
es50fst02.stp,10537.5
i640-215.stp,6316.772
es50fst09.stp,9433.802
wrp4-15.stp,3009.94
i640-123.stp,6091.623
p407.stp,4729.499
p610.stp,5195.7
lin10.stp,3296.687
es60fst10.stp,11560.609
es50fst10.stp,9121.599
es70fst12.stp,14593.98
ER-021.stp,5958.1
es50fst03.stp,9453.934
ER-022.stp,7988.158
es70fst01.stp,15590.761
ER-025.stp,6275.211
es60fst04.stp,12466.315
ER-023.stp,7365.567
es60fst07.stp,16420.484
diw0523.stp,1010.395
ER-024.stp,9750.729
es60fst02.stp,15779.373
es70fst13.stp,18377.094
i640-201.stp,9094.939
es60fst09.stp,16194.787
i320-315.stp,9565.361
es70fst04.stp,19611.987
i640-203.stp,9348.849
wrp3-13.stp,3238.935
es80fst12.stp,23741.092
es70fst14.stp,24932.366
diw0460.stp,1739.866
es70fst09.stp,24904.756
wrp4-16.stp,3963.588
i640-235.stp,6776.957
p615.stp,7463.207
es80fst13.stp,20639.461
wrp4-23.stp,9733.078
wrp3-22.stp,5880.205
es60fst12.stp,17840.592
ER-026.stp,8963.506
es70fst10.stp,25165.226
es70fst02.stp,28453.04
es70fst07.stp,24746.267
i640-232.stp,8694.952
es60fst13.stp,19173.662
es80fst06.stp,23956.06
i640-234.stp,9755.272
wrp3-21.stp,6878.473
mc2.stp,14582.895
wrp4-27.stp,9206.261
wrp3-26.stp,12059.047
i640-202.stp,11146.873
i640-231.stp,6666.338
wrp4-22.stp,8017.348
es70fst11.stp,21978.989
p464.stp,9099.277
wrp4-33.stp,16416.494
i320-313.stp,12869.69
es70fst05.stp,19265.549
wrp3-24.stp,9718.623
es70fst15.stp,22386.577
i320-312.stp,10915.608
es70fst06.stp,30548.866
p632.stp,7276.189
i320-314.stp,13633.009
es80fst07.stp,34663.2
diw0495.stp,2405.152
i320-311.stp,11733.339
i640-205.stp,12289.322
wrp3-29.stp,14905.783
wrp4-28.stp,11560.187
ER-028.stp,12128.723
wrp4-25.stp,11181.255
lin14.stp,5651.284
es80fst15.stp,31186.368
es80fst03.stp,31045.724
wrp3-27.stp,8084.108
es80fst04.stp,36069.741
c03.stp,18087.333
lin11.stp,2424.263
wrp3-25.stp,9829.614
es80fst02.stp,35134.75
es100fst04.stp,33663.263
i320-304.stp,17636.267
es80fst05.stp,40530.422
i640-233.stp,13946.213
es90fst01.stp,28439.626
es90fst14.stp,33593.612
es80fst10.stp,37987.878
es90fst05.stp,35604.902
wrp3-43.stp,16859.465
es70fst03.stp,32942.812
wrp3-28.stp,10178.18
es90fst04.stp,40417.539
i320-305.stp,15765.646
i640-204.stp,13532.328
es90fst06.stp,43496.918
ER-029.stp,14426.897
es80fst14.stp,35912.76
wrp4-32.stp,13165.049
i320-303.stp,19162.927
es100fst03.stp,48840.772
i320-301.stp,20788.101
es80fst01.stp,39857.907
wrp4-29.stp,12556.559
wrp3-31.stp,16182.991
i640-225.stp,21722.651
i320-332.stp,16657.758
es90fst07.stp,53362.39
i640-224.stp,21700.853
i640-222.stp,21743.313
i640-221.stp,21766.838
wrp4-26.stp,13495.339
i320-302.stp,18999.52
alue7229.stp,8392.008
i640-243.stp,22646.156
wrp3-41.stp,16307.481
i640-244.stp,23365.736
i320-343.stp,24719.114
i640-223.stp,21733.402
i320-345.stp,24882.655
i640-242.stp,23925.071
es80fst11.stp,38284.884
wrp4-24.stp,13816.112
es80fst08.stp,45260.859
es100fst14.stp,44627.435
i640-241.stp,24101.176
i320-344.stp,26415.939
es90fst08.stp,40197.726
p410.stp,18379.801
es90fst02.stp,43364.357
es100fst08.stp,47882.633
i640-245.stp,25425.074
i320-323.stp,28935.267
es70fst08.stp,36201.393
i320-322.stp,28975.118
i320-325.stp,28902.034
i320-324.stp,28956.048
i320-321.stp,29071.253
i320-341.stp,28290.469
p409.stp,21250.84
lin13.stp,6619.853
i320-342.stp,29100.005
wrp4-34.stp,17753.442
wrp4-45.stp,19226.129
es100fst05.stp,54711.849
wrp4-38.stp,20687.168
ER-031.stp,22046.973
es100fst10.stp,57871.61
es90fst15.stp,47441.887
es80fst09.stp,52284.303
i320-333.stp,20102.325
i320-335.stp,20769.055
wrp4-21.stp,11195.349
es100fst09.stp,71471.786
wrp4-31.stp,15932.499
ER-036.stp,23538.345
wrp4-30.stp,14891.533
ER-033.stp,24928.633
ER-032.stp,21994.398
i320-334.stp,22045.421
ER-030.stp,22409.142
es90fst13.stp,55580.819
lin16.stp,5934.763
ER-037.stp,20842.844
i320-331.stp,24158.986
p461.stp,25042.233
ER-035.stp,17103.401
wrp4-44.stp,30546.903
mc13.stp,35498.356
es90fst12.stp,66480.775
es90fst11.stp,51471.177
es90fst09.stp,61642.053
wrp3-33.stp,29250.842
ER-042.stp,27895.068
wrp3-36.stp,24009.297
ER-038.stp,23124.126
c08.stp,31684.211
es100fst15.stp,67508.185
alue2087.stp,14583.433
alue2105.stp,15602.309
wrp4-36.stp,20425.439
es90fst03.stp,59096.308
es90fst10.stp,63320.448
ER-046.stp,30604.901
es100fst13.stp,87361.171
es100fst01.stp,71720.742
alut2764.stp,13305.556
es100fst11.stp,69177.228
wrp3-30.stp,25197.18
ER-039.stp,27990.09
c04.stp,50921.674
ER-034.stp,29534.009
es100fst07.stp,70465.508
ER-041.stp,30805.179
p633.stp,36729.866
es100fst12.stp,79636.795
wrp4-35.stp,26079.438
wrp3-39.stp,36267.55
ER-044.stp,39473.192
alut0805.stp,15703.822
wrp4-37.stp,31505.651
wrp4-41.stp,32716.331
wrp3-38.stp,31623.741
es100fst06.stp,81549.165
lin15.stp,20416.424
c13.stp,48732.555
oddwheel3.stp,4.968
i080-005.stp,19.915
es10fst07.stp,39.663
ER-001.stp,47.445
lin01.stp,34.2
p455.stp,190.623
wrp3-12.stp,709.205
oddcycle3.stp,4.52
i080-015.stp,25.254
es10fst12.stp,36.655
ER-002.stp,84.189
lin03.stp,66.231
p401.stp,197.393
wrp4-11.stp,510.153
design432.stp,5.759
p620.stp,22.379
es10fst05.stp,35.23
ER-004.stp,117.728
lin02.stp,50.426
p403.stp,240.178
wrp3-11.stp,1363.388
se03.stp,5.336
i080-041.stp,32.51
es10fst11.stp,43.462
ER-007.stp,345.703
lin07.stp,158.222
p402.stp,191.921
wrp4-13.stp,1547.787
antiwheel5.stp,21.651
i080-003.stp,38.085
es10fst02.stp,52.365
ER-009.stp,320.673
lin04.stp,191.179
p458.stp,403.428
wrp4-14.stp,1417.253
w13c29.stp,3069112.404
i080-034.stp,22.495
es10fst06.stp,55.448
ER-005.stp,262.805
lin06.stp,769.22
p406.stp,468.343
wrp3-14.stp,1307.523
w23c23.stp,4844081.429
i080-105.stp,51.191
es10fst15.stp,43.998
ER-006.stp,359.599
lin05.stp,485.708
p456.stp,250.264
wrp3-15.stp,1819.048
i080-132.stp,23.854
es10fst04.stp,53.907
ER-003.stp,198.811
diw0540.stp,579.028
berlin52.stp,652.656
wrp3-17.stp,2379.4
i080-043.stp,36.987
es10fst01.stp,59.594
ER-010.stp,506.617
diw0250.stp,481.908
p457.stp,640.096
wrp3-16.stp,3057.367
i080-032.stp,33.064
es10fst13.stp,76.897
ER-008.stp,480.821
diw0393.stp,777.178
p404.stp,750.728
wrp4-19.stp,3026.36
i080-011.stp,37.387
es10fst10.stp,63.03
ER-013.stp,2201.361
i080-025.stp,57.598
es10fst03.stp,93.322
i080-042.stp,39.647
es10fst09.stp,118.263
i080-023.stp,58.119
es10fst08.stp,87.921
i080-012.stp,42.851
es10fst14.stp,100.745
i080-004.stp,48.762
es20fst01.stp,185.898
i080-024.stp,56.664
es20fst06.stp,177.881
i080-131.stp,32.059
